Year,Country,Yield,Rainfall_mm_per_year,Avg_Temp_C,Pesticides_tonnes
1994,Portugal,40939,854.0,16.12,9580.0
1995,Portugal,43624,854.0,17.23,11815.0
1996,Portugal,46766,854.0,16.12,12457.0
1997,Portugal,49592,854.0,17.1,12750.0
1998,Portugal,53704,854.0,16.4,14389.0
1999,Portugal,57089,854.0,16.09,15411.0
2000,Portugal,57808,854.0,16.23,15470.0
2001,Portugal,58929,854.0,16.2,15503.0
2002,Portugal,57285,854.0,16.19,17452.0
2004,Portugal,57869,854.0,16.31,16942.0
2005,Portugal,46805,854.0,16.43,16353.0
2006,Portugal,52885,854.0,16.84,15702.0
2007,Portugal,58412,854.0,16.11,16682.39
2008,Portugal,63278,854.0,16.12,17080.26
2009,Portugal,66936,854.0,16.84,13984.91
2010,Portugal,69295,854.0,16.5,13774.18
2011,Portugal,81040,854.0,16.91,14024.98
2012,Portugal,83042,854.0,16.24,12444.24
2013,Portugal,83149,854.0,16.77,10126.8
1990,Portugal,111599,854.0,16.55,9357.0
1991,Portugal,126513,854.0,16.09,9357.0
1992,Portugal,143260,854.0,15.95,6117.0
1993,Portugal,139420,854.0,15.33,8985.0
1994,Portugal,144950,854.0,16.12,9580.0
1995,Portugal,148462,854.0,17.23,11815.0
1996,Portugal,145807,854.0,16.12,12457.0
1997,Portugal,123949,854.0,17.1,12750.0
1998,Portugal,137551,854.0,16.4,14389.0
1999,Portugal,156482,854.0,16.09,15411.0
2000,Portugal,138196,854.0,16.23,15470.0
2001,Portugal,149725,854.0,16.2,15503.0
2002,Portugal,161642,854.0,16.19,17452.0
2004,Portugal,169935,854.0,16.31,16942.0
2005,Portugal,147282,854.0,16.43,16353.0
2006,Portugal,161059,854.0,16.84,15702.0
2007,Portugal,167685,854.0,16.11,16682.39
2008,Portugal,157519,854.0,16.12,17080.26
2009,Portugal,164431,854.0,16.84,13984.91
2010,Portugal,150341,854.0,16.5,13774.18
2011,Portugal,147088,854.0,16.91,14024.98
2012,Portugal,177890,854.0,16.24,12444.24
2013,Portugal,182243,854.0,16.77,10126.8
1990,Portugal,46142,854.0,16.55,9357.0
1991,Portugal,50940,854.0,16.09,9357.0
1992,Portugal,51948,854.0,15.95,6117.0
1993,Portugal,52273,854.0,15.33,8985.0
1994,Portugal,54776,854.0,16.12,9580.0
1995,Portugal,57329,854.0,17.23,11815.0
1996,Portugal,60906,854.0,16.12,12457.0
1997,Portugal,57529,854.0,17.1,12750.0
1998,Portugal,59872,854.0,16.4,14389.0
1999,Portugal,59924,854.0,16.09,15411.0
2000,Portugal,59772,854.0,16.23,15470.0
2001,Portugal,58523,854.0,16.2,15503.0
2002,Portugal,57862,854.0,16.19,17452.0
2004,Portugal,58527,854.0,16.31,16942.0
2005,Portugal,55044,854.0,16.43,16353.0
2006,Portugal,58551,854.0,16.84,15702.0
2007,Portugal,58062,854.0,16.11,16682.39
2008,Portugal,57219,854.0,16.12,17080.26
2009,Portugal,56818,854.0,16.84,13984.91
2010,Portugal,58453,854.0,16.5,13774.18
2011,Portugal,58855,854.0,16.91,14024.98
2012,Portugal,59995,854.0,16.24,12444.24
2013,Portugal,59699,854.0,16.77,10126.8
1990,Portugal,81250,854.0,16.55,9357.0
1991,Portugal,77143,854.0,16.09,9357.0
1992,Portugal,90000,854.0,15.95,6117.0
1993,Portugal,91427,854.0,15.33,8985.0
1994,Portugal,93857,854.0,16.12,9580.0
1995,Portugal,95537,854.0,17.23,11815.0
1996,Portugal,96796,854.0,16.12,12457.0
1997,Portugal,98591,854.0,17.1,12750.0
1998,Portugal,106556,854.0,16.4,14389.0
1999,Portugal,88745,854.0,16.09,15411.0
2000,Portugal,85159,854.0,16.23,15470.0
2001,Portugal,83626,854.0,16.2,15503.0
2002,Portugal,82168,854.0,16.19,17452.0
2004,Portugal,81356,854.0,16.31,16942.0
2005,Portugal,82279,854.0,16.43,16353.0
2006,Portugal,78125,854.0,16.84,15702.0
2007,Portugal,78788,854.0,16.11,16682.39
2008,Portugal,79412,854.0,16.12,17080.26
2009,Portugal,132882,854.0,16.84,13984.91
2010,Portugal,183175,854.0,16.5,13774.18
2011,Portugal,253007,854.0,16.91,14024.98
2012,Portugal,213756,854.0,16.24,12444.24
2013,Portugal,224367,854.0,16.77,10126.8
1990,Portugal,14269,854.0,16.55,9357.0
1991,Portugal,20982,854.0,16.09,9357.0
1992,Portugal,12914,854.0,15.95,6117.0
1993,Portugal,16861,854.0,15.33,8985.0
1994,Portugal,19667,854.0,16.12,9580.0
1995,Portugal,13872,854.0,17.23,11815.0
1996,Portugal,17139,854.0,16.12,12457.0
1997,Portugal,11905,854.0,17.1,12750.0
1998,Portugal,10151,854.0,16.4,14389.0
1999,Portugal,15986,854.0,16.09,15411.0
2000,Portugal,15678,854.0,16.23,15470.0
2001,Portugal,8371,854.0,16.2,15503.0
2002,Portugal,17904,854.0,16.19,17452.0
2004,Portugal,15625,854.0,16.31,16942.0
2005,Portugal,6644,854.0,16.43,16353.0
2006,Portugal,23847,854.0,16.84,15702.0
2007,Portugal,18630,854.0,16.11,16682.39
2008,Portugal,23028,854.0,16.12,17080.26
2009,Portugal,17008,854.0,16.84,13984.91
2010,Portugal,14305,854.0,16.5,13774.18
2011,Portugal,12002,854.0,16.91,14024.98
2012,Portugal,10766,854.0,16.24,12444.24
2013,Portugal,17635,854.0,16.77,10126.8
1990,Portugal,104819,854.0,16.55,9357.0
1991,Portugal,77020,854.0,16.09,9357.0
1992,Portugal,81455,854.0,15.95,6117.0
1993,Portugal,102035,854.0,15.33,8985.0
1994,Portugal,74403,854.0,16.12,9580.0
1995,Portugal,108140,854.0,17.23,11815.0
1996,Portugal,90960,854.0,16.12,12457.0
1997,Portugal,167258,854.0,17.1,12750.0
1998,Portugal,161538,854.0,16.4,14389.0
1999,Portugal,145941,854.0,16.09,15411.0
2000,Portugal,149690,854.0,16.23,15470.0
2001,Portugal,145819,854.0,16.2,15503.0
2002,Portugal,150154,854.0,16.19,17452.0
2004,Portugal,155006,854.0,16.31,16942.0
2005,Portugal,156771,854.0,16.43,16353.0
2006,Portugal,166667,854.0,16.84,15702.0
2007,Portugal,165625,854.0,16.11,16682.39
2008,Portugal,163636,854.0,16.12,17080.26
2009,Portugal,163683,854.0,16.84,13984.91
2010,Portugal,165605,854.0,16.5,13774.18
2011,Portugal,167204,854.0,16.91,14024.98
2012,Portugal,165217,854.0,16.24,12444.24
2013,Portugal,169492,854.0,16.77,10126.8
1990,Qatar,135000,74.0,27.38,3.0
1991,Qatar,121818,74.0,26.77,3.0
1992,Qatar,124583,74.0,26.22,3.0
1993,Qatar,126667,74.0,27.1,3.0
1994,Qatar,124074,74.0,27.59,3.0
1995,Qatar,125806,74.0,27.16,4.0
1996,Qatar,125692,74.0,27.66,6.0
1997,Qatar,125694,74.0,27.23,21.5
1998,Qatar,124348,74.0,28.48,37.0
1999,Qatar,124639,74.0,28.62,52.5
2000,Qatar,125175,74.0,28.06,68.0
2001,Qatar,125299,74.0,28.36,68.0
2002,Qatar,124627,74.0,28.25,68.0
2004,Qatar,126304,74.0,28.2,68.0
2005,Qatar,124776,74.0,28.09,68.0
2006,Qatar,118571,74.0,28.12,68.0
2007,Qatar,181429,74.0,28.23,68.0
2008,Qatar,181429,74.0,27.92,68.0
2009,Qatar,192857,74.0,28.17,68.0
2010,Qatar,207556,74.0,28.93,68.0
2011,Qatar,125556,74.0,28.23,68.0
2012,Qatar,124894,74.0,28.54,68.0
2013,Qatar,124845,74.0,28.68,68.0
1990,Qatar,96667,74.0,27.38,3.0
1991,Qatar,100909,74.0,26.77,3.0
1992,Qatar,97727,74.0,26.22,3.0
1993,Qatar,100000,74.0,27.1,3.0
1994,Qatar,98182,74.0,27.59,3.0
1995,Qatar,91667,74.0,27.16,4.0
1996,Qatar,104000,74.0,27.66,6.0
1997,Qatar,101429,74.0,27.23,21.5
1998,Qatar,103333,74.0,28.48,37.0
1999,Qatar,93333,74.0,28.62,52.5
2000,Qatar,86667,74.0,28.06,68.0
2001,Qatar,80000,74.0,28.36,68.0
2002,Qatar,75000,74.0,28.25,68.0
2004,Qatar,80000,74.0,28.2,68.0
2005,Qatar,95169,74.0,28.09,68.0
2006,Qatar,103333,74.0,28.12,68.0
2007,Qatar,100000,74.0,28.23,68.0
2008,Qatar,100000,74.0,27.92,68.0
2009,Qatar,110000,74.0,28.17,68.0
2010,Qatar,92000,74.0,28.93,68.0
2011,Qatar,180000,74.0,28.23,68.0
2012,Qatar,120000,74.0,28.54,68.0
2013,Qatar,109298,74.0,28.68,68.0
1990,Qatar,22996,74.0,27.38,3.0
1991,Qatar,23048,74.0,26.77,3.0
1992,Qatar,23088,74.0,26.22,3.0
1993,Qatar,23103,74.0,27.1,3.0
1994,Qatar,23065,74.0,27.59,3.0
1995,Qatar,22969,74.0,27.16,4.0
1996,Qatar,22881,74.0,27.66,6.0
1997,Qatar,23077,74.0,27.23,21.5
1998,Qatar,22951,74.0,28.48,37.0
1999,Qatar,23056,74.0,28.62,52.5
2000,Qatar,23056,74.0,28.06,68.0
2001,Qatar,23333,74.0,28.36,68.0
2002,Qatar,22727,74.0,28.25,68.0
2004,Qatar,24444,74.0,28.2,68.0
2005,Qatar,23333,74.0,28.09,68.0
2006,Qatar,20000,74.0,28.12,68.0
2007,Qatar,23188,74.0,28.23,68.0
2008,Qatar,30000,74.0,27.92,68.0
2009,Qatar,23333,74.0,28.17,68.0
2010,Qatar,22500,74.0,28.93,68.0
2011,Qatar,23636,74.0,28.23,68.0
2012,Qatar,22857,74.0,28.54,68.0
2013,Qatar,22632,74.0,28.68,68.0
1990,Romania,27606,637.0,12.26,25255.0
1991,Romania,40766,637.0,10.55,19898.0
1992,Romania,20469,637.0,11.55,15134.0
1993,Romania,26054,637.0,10.78,24252.0
1994,Romania,31317,637.0,12.7,21811.0
1995,Romania,31915,637.0,11.21,20113.0
1996,Romania,29319,637.0,10.71,17425.0
1997,Romania,42171,637.0,10.46,15349.0
1998,Romania,27892,637.0,11.37,13979.0
1999,Romania,36403,637.0,12.34,11280.0
2000,Romania,17128,637.0,12.44,9427.4
2001,Romania,31232,637.0,11.9,7871.1
2002,Romania,30421,637.0,12.24,7875.7
2004,Romania,45497,637.0,11.63,6778.2
2005,Romania,39816,637.0,11.25,7565.7
2006,Romania,35754,637.0,11.63,6733.2
2007,Romania,17030,637.0,12.99,6314.0
2008,Romania,32271,637.0,12.5,7193.7
2009,Romania,34169,637.0,12.47,6548.7
2010,Romania,43176,637.0,11.94,7249.2
2011,Romania,45292,637.0,11.26,6582.9
2012,Romania,21870,637.0,12.33,6418.7
2013,Romania,44941,637.0,13.94,6947.9
1990,Romania,109996,637.0,12.26,25255.0
1991,Romania,79732,637.0,10.55,19898.0
1992,Romania,118962,637.0,11.55,15134.0
1993,Romania,148950,637.0,10.78,24252.0
1994,Romania,118525,637.0,12.7,21811.0
1995,Romania,123608,637.0,11.21,20113.0
1996,Romania,139763,637.0,10.71,17425.0
1997,Romania,126636,637.0,10.46,15349.0
1998,Romania,128302,637.0,11.37,13979.0
1999,Romania,144957,637.0,12.34,11280.0
2000,Romania,123276,637.0,12.44,9427.4
2001,Romania,144769,637.0,11.9,7871.1
2002,Romania,144401,637.0,12.24,7875.7
2004,Romania,166540,637.0,11.63,6778.2
2005,Romania,131035,637.0,11.25,7565.7
2006,Romania,141860,637.0,11.63,6733.2
2007,Romania,136211,637.0,12.99,6314.0
2008,Romania,140485,637.0,12.5,7193.7
2009,Romania,153812,637.0,12.47,6548.7
2010,Romania,132960,637.0,11.94,7249.2
2011,Romania,164154,637.0,11.26,6582.9
2012,Romania,107623,637.0,12.33,6418.7
2013,Romania,158462,637.0,13.94,6947.9
1990,Romania,16667,637.0,12.26,25255.0
1991,Romania,14560,637.0,10.55,19898.0
1992,Romania,23742,637.0,11.55,15134.0
1993,Romania,30351,637.0,10.78,24252.0
1994,Romania,32835,637.0,12.7,21811.0
1995,Romania,39030,637.0,11.21,20113.0
1996,Romania,27075,637.0,10.71,17425.0
1997,Romania,26766,637.0,10.46,15349.0
1998,Romania,29791,637.0,11.37,13979.0
1999,Romania,24427,637.0,12.34,11280.0
2000,Romania,26441,637.0,12.44,9427.4
2001,Romania,12632,637.0,11.9,7871.1
2002,Romania,12839,637.0,12.24,7875.7
2004,Romania,40056,637.0,11.63,6778.2
2005,Romania,41989,637.0,11.25,7565.7
2006,Romania,32993,637.0,11.63,6733.2
2007,Romania,34023,637.0,12.99,6314.0
2008,Romania,49326,637.0,12.5,7193.7
2009,Romania,54262,637.0,12.47,6548.7
2010,Romania,49656,637.0,11.94,7249.2
2011,Romania,51504,637.0,11.26,6582.9
2012,Romania,44995,637.0,12.33,6418.7
2013,Romania,47194,637.0,13.94,6947.9
1990,Romania,6731,637.0,12.26,25255.0
1991,Romania,15750,637.0,10.55,19898.0
1992,Romania,5500,637.0,11.55,15134.0
1993,Romania,9788,637.0,10.78,24252.0
1994,Romania,9406,637.0,12.7,21811.0
1995,Romania,7633,637.0,11.21,20113.0
1996,Romania,5875,637.0,10.71,17425.0
1997,Romania,19258,637.0,10.46,15349.0
1998,Romania,16636,637.0,11.37,13979.0
1999,Romania,16414,637.0,12.34,11280.0
2000,Romania,13874,637.0,12.44,9427.4
2001,Romania,13381,637.0,11.9,7871.1
2002,Romania,14190,637.0,12.24,7875.7
2004,Romania,37611,637.0,11.63,6778.2
2005,Romania,25291,637.0,11.25,7565.7
2006,Romania,17986,637.0,11.63,6733.2
2007,Romania,13345,637.0,12.99,6314.0
2008,Romania,26348,637.0,12.5,7193.7
2009,Romania,23758,637.0,12.47,6548.7
2010,Romania,19918,637.0,11.94,7249.2
2011,Romania,31313,637.0,11.26,6582.9
2012,Romania,19335,637.0,12.33,6418.7
2013,Romania,23726,637.0,13.94,6947.9
1990,Romania,7421,637.0,12.26,25255.0
1991,Romania,16544,637.0,10.55,19898.0
1992,Romania,7619,637.0,11.55,15134.0
1993,Romania,12698,637.0,10.78,24252.0
1994,Romania,15525,637.0,12.7,21811.0
1995,Romania,14701,637.0,11.21,20113.0
1996,Romania,14104,637.0,10.71,17425.0
1997,Romania,20032,637.0,10.46,15349.0
1998,Romania,13913,637.0,11.37,13979.0
1999,Romania,18724,637.0,12.34,11280.0
2000,Romania,7659,637.0,12.44,9427.4
2001,Romania,16721,637.0,11.9,7871.1
2002,Romania,20909,637.0,12.24,7875.7
2004,Romania,26595,637.0,11.63,6778.2
2005,Romania,23922,637.0,11.25,7565.7
2006,Romania,19434,637.0,11.63,6733.2
2007,Romania,12450,637.0,12.99,6314.0
2008,Romania,19633,637.0,12.5,7193.7
2009,Romania,17465,637.0,12.47,6548.7
2010,Romania,23641,637.0,11.94,7249.2
2011,Romania,19849,637.0,11.26,6582.9
2012,Romania,13388,637.0,12.33,6418.7
2013,Romania,22242,637.0,13.94,6947.9
1990,Romania,32351,637.0,12.26,25255.0
1991,Romania,25406,637.0,10.55,19898.0
1992,Romania,21950,637.0,11.55,15134.0
1993,Romania,23291,637.0,10.78,24252.0
1994,Romania,25435,637.0,12.7,21811.0
1995,Romania,30903,637.0,11.21,20113.0
1996,Romania,17645,637.0,10.71,17425.0
1997,Romania,30103,637.0,10.46,15349.0
1998,Romania,25963,637.0,11.37,13979.0
1999,Romania,27993,637.0,12.34,11280.0
2000,Romania,22996,637.0,12.44,9427.4
2001,Romania,30449,637.0,11.9,7871.1
2002,Romania,20580,637.0,12.24,7875.7
2004,Romania,34775,637.0,11.63,6778.2
2005,Romania,29985,637.0,11.25,7565.7
2006,Romania,27737,637.0,11.63,6733.2
2007,Romania,16100,637.0,12.99,6314.0
2008,Romania,34222,637.0,12.5,7193.7
2009,Romania,24305,637.0,12.47,6548.7
2010,Romania,27000,637.0,11.94,7249.2
2011,Romania,36650,637.0,11.26,6582.9
2012,Romania,26593,637.0,12.33,6418.7
2013,Romania,34786,637.0,13.94,6947.9
1990,Rwanda,20126,1212.0,19.39,157.0
1991,Rwanda,26400,1212.0,19.22,107.0
1992,Rwanda,26100,1212.0,19.54,97.0
1993,Rwanda,24250,1212.0,19.53,127.4
1994,Rwanda,11778,1212.0,19.55,157.8
1995,Rwanda,24667,1212.0,19.81,188.2
1996,Rwanda,27580,1212.0,19.31,218.6
1997,Rwanda,24699,1212.0,19.78,249.0
1998,Rwanda,24659,1212.0,19.79,157.0
1999,Rwanda,26747,1212.0,19.35,152.0
2000,Rwanda,68153,1212.0,19.59,147.0
2001,Rwanda,57907,1212.0,19.5,72.0
2002,Rwanda,79036,1212.0,19.77,106.34
2004,Rwanda,57198,1212.0,19.93,159.54
2005,Rwanda,67561,1212.0,20.29,222.92
2006,Rwanda,64378,1212.0,20.02,288.72
2007,Rwanda,54550,1212.0,19.6,398.11
2008,Rwanda,103117,1212.0,19.56,321.75
2009,Rwanda,112077,1212.0,19.84,1187.6
2010,Rwanda,120430,1212.0,20.12,953.85
2011,Rwanda,122765,1212.0,19.59,181.6
2012,Rwanda,149026,1212.0,19.79,925.52
2013,Rwanda,157657,1212.0,19.93,1841.5
1990,Rwanda,10252,1212.0,19.39,157.0
1991,Rwanda,11556,1212.0,19.22,107.0
1992,Rwanda,12250,1212.0,19.54,97.0
1993,Rwanda,17400,1212.0,19.53,127.4
1994,Rwanda,16750,1212.0,19.55,157.8
1995,Rwanda,11200,1212.0,19.81,188.2
1996,Rwanda,11099,1212.0,19.31,218.6
1997,Rwanda,10908,1212.0,19.78,249.0
1998,Rwanda,8231,1212.0,19.79,157.0
1999,Rwanda,7556,1212.0,19.35,152.0
2000,Rwanda,7018,1212.0,19.59,147.0
2001,Rwanda,7671,1212.0,19.5,72.0
2002,Rwanda,8763,1212.0,19.77,106.34
2004,Rwanda,7670,1212.0,19.93,159.54
2005,Rwanda,8889,1212.0,20.29,222.92
2006,Rwanda,8531,1212.0,20.02,288.72
2007,Rwanda,7201,1212.0,19.6,398.11
2008,Rwanda,11515,1212.0,19.56,321.75
2009,Rwanda,19503,1212.0,19.84,1187.6
2010,Rwanda,23416,1212.0,20.12,953.85
2011,Rwanda,23529,1212.0,19.59,181.6
2012,Rwanda,22587,1212.0,19.79,925.52
2013,Rwanda,22845,1212.0,19.93,1841.5
1990,Rwanda,67453,1212.0,19.39,157.0
1991,Rwanda,68462,1212.0,19.22,107.0
1992,Rwanda,66731,1212.0,19.54,97.0
1993,Rwanda,68053,1212.0,19.53,127.4
1994,Rwanda,67588,1212.0,19.55,157.8
1995,Rwanda,68850,1212.0,19.81,188.2
1996,Rwanda,55823,1212.0,19.31,218.6
1997,Rwanda,54673,1212.0,19.78,249.0
1998,Rwanda,64088,1212.0,19.79,157.0
1999,Rwanda,59083,1212.0,19.35,152.0
2000,Rwanda,87830,1212.0,19.59,147.0
2001,Rwanda,86222,1212.0,19.5,72.0
2002,Rwanda,83133,1212.0,19.77,106.34
2004,Rwanda,80407,1212.0,19.93,159.54
2005,Rwanda,96891,1212.0,20.29,222.92
2006,Rwanda,91740,1212.0,20.02,288.72
2007,Rwanda,77618,1212.0,19.6,398.11
2008,Rwanda,91329,1212.0,19.56,321.75
2009,Rwanda,102216,1212.0,19.84,1187.6
2010,Rwanda,118679,1212.0,20.12,953.85
2011,Rwanda,128118,1212.0,19.59,181.6
2012,Rwanda,141869,1212.0,19.79,925.52
2013,Rwanda,136056,1212.0,19.93,1841.5
1990,Rwanda,13652,1212.0,19.39,157.0
1991,Rwanda,24118,1212.0,19.22,107.0
1992,Rwanda,24030,1212.0,19.54,97.0
1993,Rwanda,26400,1212.0,19.53,127.4
1994,Rwanda,26471,1212.0,19.55,157.8
1995,Rwanda,36508,1212.0,19.81,188.2
1996,Rwanda,32980,1212.0,19.31,218.6
1997,Rwanda,30328,1212.0,19.78,249.0
1998,Rwanda,19148,1212.0,19.79,157.0
1999,Rwanda,18132,1212.0,19.35,152.0
2000,Rwanda,27318,1212.0,19.59,147.0
2001,Rwanda,30668,1212.0,19.5,72.0
2002,Rwanda,32658,1212.0,19.77,106.34
2004,Rwanda,37964,1212.0,19.93,159.54
2005,Rwanda,44673,1212.0,20.29,222.92
2006,Rwanda,44843,1212.0,20.02,288.72
2007,Rwanda,41320,1212.0,19.6,398.11
2008,Rwanda,44432,1212.0,19.56,321.75
2009,Rwanda,56178,1212.0,19.84,1187.6
2010,Rwanda,51833,1212.0,20.12,953.85
2011,Rwanda,55195,1212.0,19.59,181.6
2012,Rwanda,57193,1212.0,19.79,925.52
2013,Rwanda,53362,1212.0,19.93,1841.5
1990,Rwanda,10688,1212.0,19.39,157.0
1991,Rwanda,12813,1212.0,19.22,107.0
1992,Rwanda,7507,1212.0,19.54,97.0
1993,Rwanda,12810,1212.0,19.53,127.4
1994,Rwanda,6850,1212.0,19.55,157.8
1995,Rwanda,11521,1212.0,19.81,188.2
1996,Rwanda,13610,1212.0,19.31,218.6
1997,Rwanda,11222,1212.0,19.78,249.0
1998,Rwanda,10514,1212.0,19.79,157.0
1999,Rwanda,8322,1212.0,19.35,152.0
2000,Rwanda,8904,1212.0,19.59,147.0
2001,Rwanda,9486,1212.0,19.5,72.0
2002,Rwanda,10730,1212.0,19.77,106.34
2004,Rwanda,9134,1212.0,19.93,159.54
2005,Rwanda,11586,1212.0,20.29,222.92
2006,Rwanda,11003,1212.0,20.02,288.72
2007,Rwanda,10103,1212.0,19.6,398.11
2008,Rwanda,10055,1212.0,19.56,321.75
2009,Rwanda,11928,1212.0,19.84,1187.6
2010,Rwanda,12088,1212.0,20.12,953.85
2011,Rwanda,12714,1212.0,19.59,181.6
2012,Rwanda,14277,1212.0,19.79,925.52
2013,Rwanda,14433,1212.0,19.93,1841.5
1990,Rwanda,6735,1212.0,19.39,157.0
1991,Rwanda,7200,1212.0,19.22,107.0
1992,Rwanda,8095,1212.0,19.54,97.0
1993,Rwanda,6667,1212.0,19.53,127.4
1994,Rwanda,8894,1212.0,19.55,157.8
1995,Rwanda,10346,1212.0,19.81,188.2
1996,Rwanda,4856,1212.0,19.31,218.6
1997,Rwanda,4928,1212.0,19.78,249.0
1998,Rwanda,5505,1212.0,19.79,157.0
1999,Rwanda,4665,1212.0,19.35,152.0
2000,Rwanda,4712,1212.0,19.59,147.0
2001,Rwanda,5527,1212.0,19.5,72.0
2002,Rwanda,5461,1212.0,19.77,106.34
2004,Rwanda,4972,1212.0,19.93,159.54
2005,Rwanda,5627,1212.0,20.29,222.92
2006,Rwanda,6406,1212.0,20.02,288.72
2007,Rwanda,7926,1212.0,19.6,398.11
2008,Rwanda,8248,1212.0,19.56,321.75
2009,Rwanda,8215,1212.0,19.84,1187.6
2010,Rwanda,7890,1212.0,20.12,953.85
2011,Rwanda,7800,1212.0,19.59,181.6
2012,Rwanda,5862,1212.0,19.79,925.52
2013,Rwanda,6755,1212.0,19.93,1841.5
1990,Rwanda,46491,1212.0,19.39,157.0
1991,Rwanda,50000,1212.0,19.22,107.0
1992,Rwanda,50248,1212.0,19.54,97.0
1993,Rwanda,49855,1212.0,19.53,127.4
1994,Rwanda,49953,1212.0,19.55,157.8
1995,Rwanda,50045,1212.0,19.81,188.2
1996,Rwanda,51123,1212.0,19.31,218.6
1997,Rwanda,49659,1212.0,19.78,249.0
1998,Rwanda,50463,1212.0,19.79,157.0
1999,Rwanda,47936,1212.0,19.35,152.0
2000,Rwanda,59138,1212.0,19.59,147.0
2001,Rwanda,60000,1212.0,19.5,72.0
2002,Rwanda,66149,1212.0,19.77,106.34
2004,Rwanda,55700,1212.0,19.93,159.54
2005,Rwanda,59629,1212.0,20.29,222.92
2006,Rwanda,57251,1212.0,20.02,288.72
2007,Rwanda,56993,1212.0,19.6,398.11
2008,Rwanda,55168,1212.0,19.56,321.75
2009,Rwanda,65099,1212.0,19.84,1187.6
2010,Rwanda,74877,1212.0,20.12,953.85
2011,Rwanda,80541,1212.0,19.59,181.6
2012,Rwanda,91903,1212.0,19.79,925.52
2013,Rwanda,96163,1212.0,19.93,1841.5
1990,Rwanda,11811,1212.0,19.39,157.0
1991,Rwanda,12333,1212.0,19.22,107.0
1992,Rwanda,11455,1212.0,19.54,97.0
1993,Rwanda,12000,1212.0,19.53,127.4
1994,Rwanda,11852,1212.0,19.55,157.8
1995,Rwanda,10442,1212.0,19.81,188.2
1996,Rwanda,11357,1212.0,19.31,218.6
1997,Rwanda,9557,1212.0,19.78,249.0
1998,Rwanda,7263,1212.0,19.79,157.0
1999,Rwanda,6974,1212.0,19.35,152.0
2000,Rwanda,6416,1212.0,19.59,147.0
2001,Rwanda,7694,1212.0,19.5,72.0
2002,Rwanda,6171,1212.0,19.77,106.34
2004,Rwanda,7987,1212.0,19.93,159.54
2005,Rwanda,9083,1212.0,20.29,222.92
2006,Rwanda,8510,1212.0,20.02,288.72
2007,Rwanda,8948,1212.0,19.6,398.11
2008,Rwanda,12968,1212.0,19.56,321.75
2009,Rwanda,17079,1212.0,19.84,1187.6
2010,Rwanda,15631,1212.0,20.12,953.85
2011,Rwanda,20478,1212.0,19.59,181.6
2012,Rwanda,21680,1212.0,19.79,925.52
2013,Rwanda,19924,1212.0,19.93,1841.5
1990,Rwanda,40000,1212.0,19.39,157.0
1991,Rwanda,30769,1212.0,19.22,107.0
1992,Rwanda,50000,1212.0,19.54,97.0
1993,Rwanda,53333,1212.0,19.53,127.4
1994,Rwanda,30769,1212.0,19.55,157.8
1995,Rwanda,36227,1212.0,19.81,188.2
1996,Rwanda,38151,1212.0,19.31,218.6
1997,Rwanda,38157,1212.0,19.78,249.0
1998,Rwanda,37940,1212.0,19.79,157.0
1999,Rwanda,29412,1212.0,19.35,152.0
2000,Rwanda,33333,1212.0,19.59,147.0
2001,Rwanda,36842,1212.0,19.5,72.0
2002,Rwanda,40000,1212.0,19.77,106.34
2004,Rwanda,45455,1212.0,19.93,159.54
2005,Rwanda,47826,1212.0,20.29,222.92
2006,Rwanda,49419,1212.0,20.02,288.72
2007,Rwanda,48020,1212.0,19.6,398.11
2008,Rwanda,45817,1212.0,19.56,321.75
2009,Rwanda,52001,1212.0,19.84,1187.6
2010,Rwanda,71523,1212.0,20.12,953.85
2011,Rwanda,66757,1212.0,19.59,181.6
2012,Rwanda,77498,1212.0,19.79,925.52
2013,Rwanda,154700,1212.0,19.93,1841.5
1990,Saudi Arabia,17992,59.0,25.86,994.0
1990,Saudi Arabia,17992,59.0,25.7,994.0
1991,Saudi Arabia,21166,59.0,25.94,994.0
1991,Saudi Arabia,21166,59.0,25.43,994.0
1992,Saudi Arabia,20733,59.0,24.74,994.0
1992,Saudi Arabia,20733,59.0,24.37,994.0
1993,Saudi Arabia,21725,59.0,25.9,994.0
1993,Saudi Arabia,21725,59.0,25.42,994.0
1994,Saudi Arabia,19523,59.0,26.26,994.0
1994,Saudi Arabia,19523,59.0,26.08,994.0
1995,Saudi Arabia,19522,59.0,26.33,994.0
1995,Saudi Arabia,19522,59.0,25.64,994.0
1996,Saudi Arabia,19583,59.0,26.37,994.0
1996,Saudi Arabia,19583,59.0,26.28,994.0
1997,Saudi Arabia,17531,59.0,25.88,2513.0
1997,Saudi Arabia,17531,59.0,25.49,2513.0
1998,Saudi Arabia,20519,59.0,26.48,2683.37
1998,Saudi Arabia,20519,59.0,26.73,2683.37
1999,Saudi Arabia,18723,59.0,26.75,2853.74
1999,Saudi Arabia,18723,59.0,26.92,2853.74
2000,Saudi Arabia,62820,59.0,26.62,3024.11
2000,Saudi Arabia,62820,59.0,26.55,3024.11
2001,Saudi Arabia,40612,59.0,26.6,3194.48
2001,Saudi Arabia,40612,59.0,26.67,3194.48
2002,Saudi Arabia,36432,59.0,26.63,3364.86
2002,Saudi Arabia,36432,59.0,26.44,3364.86
2004,Saudi Arabia,38514,59.0,26.53,3705.6
2004,Saudi Arabia,38514,59.0,26.2,3705.6
